#,2021-12-08T00:00:00Z,N0000020,FN20vr,40.742018,-74.178975,50,Newark NJ,G1,Unknown
#######################################
# MetaData for Grape Gen 1 Station
#
# Station Node Number      N0000020
# Callsign                 K2MFF
# Grid Square              FN20vr
# Lat, Long, Elv           40.742018,-74.178975,50
# City State               Newark NJ
# Radio1                   Grape Gen 1 Rcvr 1
# Radio1ID                 G1
# Antenna                  Inverted V
# Frequency Standard       LB GPSDO
# System Info              RasPi3B+, Raspian OS, FLDigi V4.1.13 (N8OBJ Modified)
#
# Beacon Now Decoded       Unknown
#
#######################################
UTC,Freq,Vpk
2021-12-08T00:00:00Z,  3899999.094, 0.001430
2021-12-08T00:00:01Z,  3899998.933, 0.001361
2021-12-08T00:00:02Z,  3899998.910, 0.001307
2021-12-08T00:00:03Z,  3899999.419, 0.001458
2021-12-08T00:00:04Z,  3899999.848, 0.001584
2021-12-08T00:00:05Z,  3900000.025, 0.001792
2021-12-08T00:00:06Z,  3900000.033, 0.001916
2021-12-08T00:00:07Z,  3900000.413, 0.001861
2021-12-08T00:00:08Z,  3900000.504, 0.001829
2021-12-08T00:00:09Z,  3899999.776, 0.001517
2021-12-08T00:00:10Z,  3899999.571, 0.001424
2021-12-08T00:00:11Z,  3899999.325, 0.001535
2021-12-08T00:00:12Z,  3899999.220, 0.001907
2021-12-08T00:00:13Z,  3899999.851, 0.002180
2021-12-08T00:00:14Z,  3900000.118, 0.002419
2021-12-08T00:00:15Z,  3899999.913, 0.002367
2021-12-08T00:00:16Z,  3900000.007, 0.002298
2021-12-08T00:00:17Z,  3899999.929, 0.002391
2021-12-08T00:00:18Z,  3899999.719, 0.002043
2021-12-08T00:00:19Z,  3899999.850, 0.001994
2021-12-08T00:00:20Z,  3899999.877, 0.001769
2021-12-08T00:00:21Z,  3899999.918, 0.001596
2021-12-08T00:00:22Z,  3900000.294, 0.001562
2021-12-08T00:00:23Z,  3900000.185, 0.001394
2021-12-08T00:00:24Z,  3899999.925, 0.001245
2021-12-08T00:00:25Z,  3899999.800, 0.001125
2021-12-08T00:00:26Z,  3899999.256, 0.001199
2021-12-08T00:00:28Z,  3899999.890, 0.001175
2021-12-08T00:00:29Z,  3900000.101, 0.001314
2021-12-08T00:00:30Z,  3900000.214, 0.001405
2021-12-08T00:00:31Z,  3900000.397, 0.001441
2021-12-08T00:00:32Z,  3900000.486, 0.001435
2021-12-08T00:00:33Z,  3900001.249, 0.001267
2021-12-08T00:00:34Z,  3900001.410, 0.001244
2021-12-08T00:00:35Z,  3900001.072, 0.001287
2021-12-08T00:00:36Z,  3900000.765, 0.001398
2021-12-08T00:00:37Z,  3900000.200, 0.001448
2021-12-08T00:00:38Z,  3899999.910, 0.001444
2021-12-08T00:00:39Z,  3899999.897, 0.001428
2021-12-08T00:00:40Z,  3900000.043, 0.001614
2021-12-08T00:00:41Z,  3899999.929, 0.001572
2021-12-08T00:00:42Z,  3899999.904, 0.001565
2021-12-08T00:00:43Z,  3900000.161, 0.001503
2021-12-08T00:00:44Z,  3899999.746, 0.001214
2021-12-08T00:00:45Z,  3899999.799, 0.001246
2021-12-08T00:00:46Z,  3900000.035, 0.001292
2021-12-08T00:00:47Z,  3899999.741, 0.001466
2021-12-08T00:00:48Z,  3899999.977, 0.001604
2021-12-08T00:00:49Z,  3899999.845, 0.001597
2021-12-08T00:00:50Z,  3899999.166, 0.001586
2021-12-08T00:00:51Z,  3899999.483, 0.001383
2021-12-08T00:00:52Z,  3899999.657, 0.001323
2021-12-08T00:00:53Z,  3899999.824, 0.001227
2021-12-08T00:00:54Z,  3900000.569, 0.001237
2021-12-08T00:00:55Z,  3900000.429, 0.001126
2021-12-08T00:00:56Z,  3900000.808, 0.001239
2021-12-08T00:00:57Z,  3900000.530, 0.001226
2021-12-08T00:00:58Z,  3899999.963, 0.001210
2021-12-08T00:00:59Z,  3899999.886, 0.001377
2021-12-08T00:01:00Z,  3899999.372, 0.001433
2021-12-08T00:01:01Z,  3899999.634, 0.001555
2021-12-08T00:01:02Z,  3899999.528, 0.001550
2021-12-08T00:01:03Z,  3899999.735, 0.001570
2021-12-08T00:01:04Z,  3899999.300, 0.001303
2021-12-08T00:01:05Z,  3899999.585, 0.001219
2021-12-08T00:01:06Z,  3899999.761, 0.001382
2021-12-08T00:01:07Z,  3899999.737, 0.001340
2021-12-08T00:01:08Z,  3900000.464, 0.001427
2021-12-08T00:01:09Z,  3900000.175, 0.001402
2021-12-08T00:01:11Z,  3900001.127, 0.001253
2021-12-08T00:01:12Z,  3900001.066, 0.001383
2021-12-08T00:01:13Z,  3900001.044, 0.001472
2021-12-08T00:01:14Z,  3900000.683, 0.001527
2021-12-08T00:01:15Z,  3899999.586, 0.001451
2021-12-08T00:01:16Z,  3899999.984, 0.001225
2021-12-08T00:01:17Z,  3899999.983, 0.001393
2021-12-08T00:01:18Z,  3899999.934, 0.001566
2021-12-08T00:01:19Z,  3900000.158, 0.001616
2021-12-08T00:01:20Z,  3899999.679, 0.001782
2021-12-08T00:01:21Z,  3899999.712, 0.001744
2021-12-08T00:01:22Z,  3899999.702, 0.001780
2021-12-08T00:01:23Z,  3899999.833, 0.001827
2021-12-08T00:01:24Z,  3899999.930, 0.001627
2021-12-08T00:01:25Z,  3899999.895, 0.001303
2021-12-08T00:01:26Z,  3900000.152, 0.001227
2021-12-08T00:01:27Z,  3900000.325, 0.001179
2021-12-08T00:01:28Z,  3900000.156, 0.001162
2021-12-08T00:01:29Z,  3900000.085, 0.001171
2021-12-08T00:01:30Z,  3899999.873, 0.001263
2021-12-08T00:01:31Z,  3899999.672, 0.001339
2021-12-08T00:01:32Z,  3899999.669, 0.001577
2021-12-08T00:01:33Z,  3899999.797, 0.001928
2021-12-08T00:01:34Z,  3899999.836, 0.001966
2021-12-08T00:01:35Z,  3899999.917, 0.001971
2021-12-08T00:01:36Z,  3900000.135, 0.001733
2021-12-08T00:01:37Z,  3900000.559, 0.001430
2021-12-08T00:01:38Z,  3900000.770, 0.001319
2021-12-08T00:01:39Z,  3900000.369, 0.001453
2021-12-08T00:01:40Z,  3900000.206, 0.001538
2021-12-08T00:01:41Z,  3900000.162, 0.001521
2021-12-08T00:01:42Z,  3899999.785, 0.001356
2021-12-08T00:01:43Z,  3899999.893, 0.001414
2021-12-08T00:01:44Z,  3899999.700, 0.001487
2021-12-08T00:01:45Z,  3899999.606, 0.001550
2021-12-08T00:01:46Z,  3899999.437, 0.001549
2021-12-08T00:01:47Z,  3900000.113, 0.001226
2021-12-08T00:01:48Z,  3900000.187, 0.001089
2021-12-08T00:01:49Z,  3899999.813, 0.001162
2021-12-08T00:01:50Z,  3900000.388, 0.001175
2021-12-08T00:01:51Z,  3899999.795, 0.001212
2021-12-08T00:01:52Z,  3900000.104, 0.001210
2021-12-08T00:01:54Z,  3900000.469, 0.001047
2021-12-08T00:01:55Z,  3900000.172, 0.001070
2021-12-08T00:01:56Z,  3900000.368, 0.000973
2021-12-08T00:01:57Z,  3900000.939, 0.001002
2021-12-08T00:01:58Z,  3900000.726, 0.000979
2021-12-08T00:01:59Z,  3900001.160, 0.001020
2021-12-08T00:02:00Z,  3900000.560, 0.001036
2021-12-08T00:02:01Z,  3899999.414, 0.001100
2021-12-08T00:02:02Z,  3899999.525, 0.001218
2021-12-08T00:02:03Z,  3899999.737, 0.001205
2021-12-08T00:02:04Z,  3899999.958, 0.001344
2021-12-08T00:02:05Z,  3900000.510, 0.001529
2021-12-08T00:02:06Z,  3900000.153, 0.001429
2021-12-08T00:02:07Z,  3899999.914, 0.001363
2021-12-08T00:02:08Z,  3900000.012, 0.001312
2021-12-08T00:02:09Z,  3899999.662, 0.001084
2021-12-08T00:02:10Z,  3899999.579, 0.001143
2021-12-08T00:02:11Z,  3899999.849, 0.001262
2021-12-08T00:02:12Z,  3899999.387, 0.001597
2021-12-08T00:02:13Z,  3899999.907, 0.001669
2021-12-08T00:02:14Z,  3900000.173, 0.001565
2021-12-08T00:02:15Z,  3900000.662, 0.001461
2021-12-08T00:02:16Z,  3900000.736, 0.001264
2021-12-08T00:02:17Z,  3900000.862, 0.001279
2021-12-08T00:02:18Z,  3900000.662, 0.001331
2021-12-08T00:02:19Z,  3900000.064, 0.001614
2021-12-08T00:02:20Z,  3899999.860, 0.001472
2021-12-08T00:02:21Z,  3899998.902, 0.001369
2021-12-08T00:02:22Z,  3899999.119, 0.001340
2021-12-08T00:02:23Z,  3899999.123, 0.001303
2021-12-08T00:02:24Z,  3899999.894, 0.001327
2021-12-08T00:02:25Z,  3900000.736, 0.001418
2021-12-08T00:02:26Z,  3900000.471, 0.001392
2021-12-08T00:02:27Z,  3900000.971, 0.001210
2021-12-08T00:02:28Z,  3900000.492, 0.001235
2021-12-08T00:02:29Z,  3900000.193, 0.001201
2021-12-08T00:02:30Z,  3899999.819, 0.001319
2021-12-08T00:02:31Z,  3899999.735, 0.001319
2021-12-08T00:02:32Z,  3899999.715, 0.001379
2021-12-08T00:02:33Z,  3899999.863, 0.001315
2021-12-08T00:02:34Z,  3899999.815, 0.001177
2021-12-08T00:02:36Z,  3899999.173, 0.001125
2021-12-08T00:02:37Z,  3899999.518, 0.001106
2021-12-08T00:02:38Z,  3899999.876, 0.001283
2021-12-08T00:02:39Z,  3899999.973, 0.001478
2021-12-08T00:02:40Z,  3900000.116, 0.001531
2021-12-08T00:02:41Z,  3899999.460, 0.001572
2021-12-08T00:02:42Z,  3899999.942, 0.001383
2021-12-08T00:02:43Z,  3900000.121, 0.001208
2021-12-08T00:02:44Z,  3900000.036, 0.001075
2021-12-08T00:02:45Z,  3900000.561, 0.001066
2021-12-08T00:02:46Z,  3899999.933, 0.001145
2021-12-08T00:02:47Z,  3899998.833, 0.001131
2021-12-08T00:02:48Z,  3899999.105, 0.001214
2021-12-08T00:02:49Z,  3899998.910, 0.001220
2021-12-08T00:02:50Z,  3899999.371, 0.001286
2021-12-08T00:02:51Z,  3900000.168, 0.001420
2021-12-08T00:02:52Z,  3899999.756, 0.001309
2021-12-08T00:02:53Z,  3900000.083, 0.001248
2021-12-08T00:02:54Z,  3899999.526, 0.001126
2021-12-08T00:02:55Z,  3899999.046, 0.001042
2021-12-08T00:02:56Z,  3899999.572, 0.001133
2021-12-08T00:02:57Z,  3899999.001, 0.001169
2021-12-08T00:02:58Z,  3899998.917, 0.001142
2021-12-08T00:02:59Z,  3899998.822, 0.001136
2021-12-08T00:03:00Z,  3899998.803, 0.001115
2021-12-08T00:03:01Z,  3899999.490, 0.001158
2021-12-08T00:03:02Z,  3900000.362, 0.001191
2021-12-08T00:03:03Z,  3900000.474, 0.001256
2021-12-08T00:03:04Z,  3899999.846, 0.001303
2021-12-08T00:03:05Z,  3899999.516, 0.001287
2021-12-08T00:03:06Z,  3899999.865, 0.001306
2021-12-08T00:03:07Z,  3899999.538, 0.001237
2021-12-08T00:03:08Z,  3899998.931, 0.001129
2021-12-08T00:03:09Z,  3899998.823, 0.001017
2021-12-08T00:03:10Z,  3899998.688, 0.001012
2021-12-08T00:03:11Z,  3899999.375, 0.001186
2021-12-08T00:03:12Z,  3900000.293, 0.001387
2021-12-08T00:03:13Z,  3900000.668, 0.001404
2021-12-08T00:03:14Z,  3900000.106, 0.001384
2021-12-08T00:03:15Z,  3900000.250, 0.001236
2021-12-08T00:03:16Z,  3900000.395, 0.001175
2021-12-08T00:03:17Z,  3900000.509, 0.001164
2021-12-08T00:03:19Z,  3900000.617, 0.001167
2021-12-08T00:03:20Z,  3900000.517, 0.001145
2021-12-08T00:03:21Z,  3899999.754, 0.001240
2021-12-08T00:03:22Z,  3899999.999, 0.001233
2021-12-08T00:03:23Z,  3900000.267, 0.001202
2021-12-08T00:03:24Z,  3899999.874, 0.001123
2021-12-08T00:03:25Z,  3899999.755, 0.001098
2021-12-08T00:03:26Z,  3900000.131, 0.001176
2021-12-08T00:03:27Z,  3900000.409, 0.001265
2021-12-08T00:03:28Z,  3900000.963, 0.001198
2021-12-08T00:03:29Z,  3900000.961, 0.001233
2021-12-08T00:03:30Z,  3900000.224, 0.001331
2021-12-08T00:03:31Z,  3900000.139, 0.001378
2021-12-08T00:03:32Z,  3899999.804, 0.001442
2021-12-08T00:03:33Z,  3900000.095, 0.001379
2021-12-08T00:03:34Z,  3900000.086, 0.001279
2021-12-08T00:03:35Z,  3900000.075, 0.001176
2021-12-08T00:03:36Z,  3900000.145, 0.001175
2021-12-08T00:03:37Z,  3900000.176, 0.001224
2021-12-08T00:03:38Z,  3900000.221, 0.001195
2021-12-08T00:03:39Z,  3899999.918, 0.001293
2021-12-08T00:03:40Z,  3900000.285, 0.001292
2021-12-08T00:03:41Z,  3899999.699, 0.001195
2021-12-08T00:03:42Z,  3899999.171, 0.001156
2021-12-08T00:03:43Z,  3899999.271, 0.001038
2021-12-08T00:03:44Z,  3899998.732, 0.001116
2021-12-08T00:03:45Z,  3899999.346, 0.001263
2021-12-08T00:03:46Z,  3899998.944, 0.001263
2021-12-08T00:03:47Z,  3899999.014, 0.001269
2021-12-08T00:03:48Z,  3899998.603, 0.001196
2021-12-08T00:03:49Z,  3899999.251, 0.001137
2021-12-08T00:03:50Z,  3899999.140, 0.001175
2021-12-08T00:03:51Z,  3899999.302, 0.001201
2021-12-08T00:03:52Z,  3899999.183, 0.001204
2021-12-08T00:03:53Z,  3899999.195, 0.001215
2021-12-08T00:03:54Z,  3899999.875, 0.001225
2021-12-08T00:03:55Z,  3899999.678, 0.001212
2021-12-08T00:03:56Z,  3899999.993, 0.001189
2021-12-08T00:03:57Z,  3899999.524, 0.001156
2021-12-08T00:03:58Z,  3899999.870, 0.001202
2021-12-08T00:03:59Z,  3899999.789, 0.001240
2021-12-08T00:04:01Z,  3900000.176, 0.001277
2021-12-08T00:04:02Z,  3900000.355, 0.001258
2021-12-08T00:04:03Z,  3899999.915, 0.001127
2021-12-08T00:04:04Z,  3900000.394, 0.001085
2021-12-08T00:04:05Z,  3899999.922, 0.001063
2021-12-08T00:04:06Z,  3899999.754, 0.001071
2021-12-08T00:04:07Z,  3899999.713, 0.001204
2021-12-08T00:04:08Z,  3899999.906, 0.001314
2021-12-08T00:04:09Z,  3899999.640, 0.001256
2021-12-08T00:04:10Z,  3900000.111, 0.001243
2021-12-08T00:04:11Z,  3900000.120, 0.001104
2021-12-08T00:04:12Z,  3899999.911, 0.001061
2021-12-08T00:04:13Z,  3899999.884, 0.001115
2021-12-08T00:04:14Z,  3899999.649, 0.001153
2021-12-08T00:04:15Z,  3899999.641, 0.001164
2021-12-08T00:04:16Z,  3899999.874, 0.001148
2021-12-08T00:04:17Z,  3900000.657, 0.001100
2021-12-08T00:04:18Z,  3900000.503, 0.001149
2021-12-08T00:04:19Z,  3899999.481, 0.001207
2021-12-08T00:04:20Z,  3899999.846, 0.001203
2021-12-08T00:04:21Z,  3899999.367, 0.001297
2021-12-08T00:04:22Z,  3899999.419, 0.001194
2021-12-08T00:04:23Z,  3900000.422, 0.001199
2021-12-08T00:04:24Z,  3899999.689, 0.001184
2021-12-08T00:04:25Z,  3899999.930, 0.001148
2021-12-08T00:04:26Z,  3899999.727, 0.001197
2021-12-08T00:04:27Z,  3899999.201, 0.001219
2021-12-08T00:04:28Z,  3899999.924, 0.001275
2021-12-08T00:04:29Z,  3900000.191, 0.001235
2021-12-08T00:04:30Z,  3900000.378, 0.001199
2021-12-08T00:04:31Z,  3900000.386, 0.001122
2021-12-08T00:04:32Z,  3900000.193, 0.001060
2021-12-08T00:04:33Z,  3899999.766, 0.001084
2021-12-08T00:04:34Z,  3899999.697, 0.001040
2021-12-08T00:04:35Z,  3899999.289, 0.001141
2021-12-08T00:04:36Z,  3899999.076, 0.001108
2021-12-08T00:04:37Z,  3899998.676, 0.001103
2021-12-08T00:04:38Z,  3899998.881, 0.001155
2021-12-08T00:04:39Z,  3899999.085, 0.001134
2021-12-08T00:04:40Z,  3899999.340, 0.001194
2021-12-08T00:04:41Z,  3899999.780, 0.001178
2021-12-08T00:04:42Z,  3899999.813, 0.001291
2021-12-08T00:04:44Z,  3900000.149, 0.001301
2021-12-08T00:04:45Z,  3899999.933, 0.001312
2021-12-08T00:04:46Z,  3900000.069, 0.001207
2021-12-08T00:04:47Z,  3899999.472, 0.001137
2021-12-08T00:04:48Z,  3899999.537, 0.001069
2021-12-08T00:04:49Z,  3899999.589, 0.001102
2021-12-08T00:04:50Z,  3899999.204, 0.001246
2021-12-08T00:04:51Z,  3899999.660, 0.001245
2021-12-08T00:04:52Z,  3899999.117, 0.001183
2021-12-08T00:04:53Z,  3899999.992, 0.001095
2021-12-08T00:04:54Z,  3900000.469, 0.000994
2021-12-08T00:04:55Z,  3900000.454, 0.001076
2021-12-08T00:04:56Z,  3900000.890, 0.001130
2021-12-08T00:04:57Z,  3900000.450, 0.001185
2021-12-08T00:04:58Z,  3900000.160, 0.001256
2021-12-08T00:04:59Z,  3900000.135, 0.001262
2021-12-08T00:05:00Z,  3899999.029, 0.001276
2021-12-08T00:05:01Z,  3899999.472, 0.001230
2021-12-08T00:05:02Z,  3899999.821, 0.001066
2021-12-08T00:05:03Z,  3900000.056, 0.001117
2021-12-08T00:05:04Z,  3900000.918, 0.001113
2021-12-08T00:05:05Z,  3900000.502, 0.001214
2021-12-08T00:05:06Z,  3900000.255, 0.001284
2021-12-08T00:05:07Z,  3900000.079, 0.001265
2021-12-08T00:05:08Z,  3899999.745, 0.001311
