#,2022-07-25T00:00:00Z,N0000020,FN20vr,40.742018,-74.178975,50,Newark NJ,G1,WWV10
#######################################
# MetaData for Grape Gen 1 Station
#
# Station Node Number      N0000020
# Callsign                 K2MFF
# Grid Square              FN20vr
# Lat, Long, Elv           40.742018,-74.178975,50
# City State               Newark NJ
# Radio1                   Grape Gen 1 Rcvr 1
# Radio1ID                 G1
# Antenna                  Inverted V
# Frequency Standard       LB GPSDO
# System Info              RasPi3B+, Raspian OS, FLDigi V4.1.13 (N8OBJ Modified)
#
# Beacon Now Decoded       WWV10
#
#######################################
UTC,Freq,Vpk
2022-07-25T00:00:00Z,  9999999.435, 0.049526
2022-07-25T00:00:01Z,  9999999.465, 0.050313
2022-07-25T00:00:02Z,  9999999.468, 0.054821
2022-07-25T00:00:03Z,  9999999.454, 0.061751
2022-07-25T00:00:04Z,  9999999.452, 0.070577
2022-07-25T00:00:05Z,  9999999.434, 0.075613
2022-07-25T00:00:06Z,  9999999.439, 0.076458
2022-07-25T00:00:07Z,  9999999.449, 0.073673
2022-07-25T00:00:08Z,  9999999.459, 0.068447
2022-07-25T00:00:09Z,  9999999.465, 0.063395
2022-07-25T00:00:10Z,  9999999.471, 0.058705
2022-07-25T00:00:11Z,  9999999.469, 0.054458
2022-07-25T00:00:12Z,  9999999.474, 0.050677
2022-07-25T00:00:13Z,  9999999.484, 0.045077
2022-07-25T00:00:14Z,  9999999.489, 0.042830
2022-07-25T00:00:15Z,  9999999.495, 0.042819
2022-07-25T00:00:16Z,  9999999.481, 0.043874
2022-07-25T00:00:17Z,  9999999.476, 0.049124
2022-07-25T00:00:18Z,  9999999.448, 0.053936
2022-07-25T00:00:19Z,  9999999.442, 0.059230
2022-07-25T00:00:20Z,  9999999.450, 0.064220
2022-07-25T00:00:21Z,  9999999.438, 0.064600
2022-07-25T00:00:22Z,  9999999.434, 0.059072
2022-07-25T00:00:23Z,  9999999.444, 0.051245
2022-07-25T00:00:24Z,  9999999.450, 0.040048
2022-07-25T00:00:25Z,  9999999.477, 0.032044
2022-07-25T00:00:26Z,  9999999.493, 0.026112
2022-07-25T00:00:27Z,  9999999.503, 0.020376
2022-07-25T00:00:28Z,  9999999.504, 0.018264
2022-07-25T00:00:29Z,  9999999.492, 0.018507
2022-07-25T00:00:30Z,  9999999.485, 0.023039
2022-07-25T00:00:31Z,  9999999.475, 0.030013
2022-07-25T00:00:32Z,  9999999.459, 0.034934
2022-07-25T00:00:33Z,  9999999.455, 0.037751
2022-07-25T00:00:34Z,  9999999.452, 0.037234
2022-07-25T00:00:35Z,  9999999.451, 0.036053
2022-07-25T00:00:36Z,  9999999.449, 0.034868
2022-07-25T00:00:37Z,  9999999.465, 0.033405
2022-07-25T00:00:39Z,  9999999.484, 0.032909
2022-07-25T00:00:40Z,  9999999.487, 0.034183
2022-07-25T00:00:41Z,  9999999.493, 0.039628
2022-07-25T00:00:42Z,  9999999.479, 0.047024
2022-07-25T00:00:43Z,  9999999.463, 0.053654
2022-07-25T00:00:44Z,  9999999.470, 0.058062
2022-07-25T00:00:45Z,  9999999.464, 0.056553
2022-07-25T00:00:46Z,  9999999.464, 0.050192
2022-07-25T00:00:47Z,  9999999.467, 0.043347
2022-07-25T00:00:48Z,  9999999.465, 0.036406
