10_t,10_f,11_t,11_f,12_t,12_f,13_t,13_f,14_t,14_f,15_t,15_f,16_t,16_f,17_t,17_f,18_t,18_f,19_t,19_f,20_t,20_f
0.0,exponpow,0.0,exponpow,0.0,cauchy,0.0,exponpow,0.0,exponpow,0.0,exponpow,0.0,norm,0.0,chi2,0.0,exponpow,0.0,cauchy,0.0,exponpow
0.0851063829787234,norm,0.0851063829787234,exponpow,0.0851063829787234,exponpow,0.0851063829787234,cauchy,0.0851063829787234,norm,0.0851063829787234,exponpow,0.0851063829787234,norm,0.0851063829787234,cauchy,0.0851063829787234,powerlaw,0.0851063829787234,cauchy,0.0851063829787234,exponpow
0.1702127659574468,norm,0.1702127659574468,exponpow,0.1702127659574468,exponpow,0.1702127659574468,exponpow,0.1702127659574468,exponpow,0.1702127659574468,cauchy,0.1702127659574468,exponpow,0.1702127659574468,cauchy,0.1702127659574468,exponpow,0.1702127659574468,cauchy,0.1702127659574468,exponpow
0.2553191489361702,powerlaw,0.2553191489361702,gamma,0.2553191489361702,exponpow,0.2553191489361702,exponpow,0.2553191489361702,exponpow,0.2553191489361702,gamma,0.2553191489361702,exponpow,0.2553191489361702,exponpow,0.2553191489361702,cauchy,0.2553191489361702,chi2,0.2553191489361702,exponpow
0.3404255319148936,powerlaw,0.3404255319148936,exponpow,0.3404255319148936,exponpow,0.3404255319148936,exponpow,0.3404255319148936,exponpow,0.3404255319148936,lognorm,0.3404255319148936,exponpow,0.3404255319148936,exponpow,0.3404255319148936,cauchy,0.3404255319148936,exponpow,0.3404255319148936,norm
0.4255319148936171,exponpow,0.4255319148936171,exponpow,0.4255319148936171,norm,0.4255319148936171,cauchy,0.4255319148936171,exponpow,0.4255319148936171,exponpow,0.4255319148936171,exponpow,0.4255319148936171,lognorm,0.4255319148936171,cauchy,0.4255319148936171,exponpow,0.4255319148936171,norm
0.5106382978723404,exponpow,0.5106382978723404,lognorm,0.5106382978723404,norm,0.5106382978723404,lognorm,0.5106382978723404,cauchy,0.5106382978723404,cauchy,0.5106382978723404,lognorm,0.5106382978723404,rayleigh,0.5106382978723404,lognorm,0.5106382978723404,exponpow,0.5106382978723404,exponpow
0.5957446808510638,exponpow,0.5957446808510638,exponpow,0.5957446808510638,cauchy,0.5957446808510638,lognorm,0.5957446808510638,exponpow,0.5957446808510638,norm,0.5957446808510638,lognorm,0.5957446808510638,chi2,0.5957446808510638,lognorm,0.5957446808510638,exponpow,0.5957446808510638,norm
0.6808510638297872,exponpow,0.6808510638297872,exponpow,0.6808510638297872,lognorm,0.6808510638297872,exponpow,0.6808510638297872,exponpow,0.6808510638297872,cauchy,0.6808510638297872,exponpow,0.6808510638297872,cauchy,0.6808510638297872,exponpow,0.6808510638297872,exponpow,0.6808510638297872,exponpow
0.7659574468085106,exponpow,0.7659574468085106,exponpow,0.7659574468085106,chi2,0.7659574468085106,exponpow,0.7659574468085106,exponpow,0.7659574468085106,exponpow,0.7659574468085106,exponpow,0.7659574468085106,lognorm,0.7659574468085106,cauchy,0.7659574468085106,cauchy,0.7659574468085106,exponpow
0.8510638297872342,exponpow,0.8510638297872342,exponpow,0.8510638297872342,cauchy,0.8510638297872342,norm,0.8510638297872342,exponpow,0.8510638297872342,exponpow,0.8510638297872342,exponpow,0.8510638297872342,lognorm,0.8510638297872342,cauchy,0.8510638297872342,lognorm,0.8510638297872342,exponpow
