5_t,5_f,6_t,6_f,7_t,7_f,8_t,8_f,9_t,9_f,10_t,10_f,11_t,11_f,12_t,12_f,13_t,13_f,14_t,14_f,15_t,15_f
1.1914893617021276,exponpow,1.1914893617021276,exponpow,1.1914893617021276,norm,1.1914893617021276,cauchy,1.1914893617021276,norm,1.1914893617021276,exponpow,1.1914893617021276,exponpow,1.1914893617021276,cauchy,1.1914893617021276,exponpow,1.1914893617021276,lognorm,1.1914893617021276,chi2
1.2765957446808511,cauchy,1.2765957446808511,exponpow,1.2765957446808511,exponpow,1.2765957446808511,cauchy,1.2765957446808511,exponpow,1.2765957446808511,cauchy,1.2765957446808511,cauchy,1.2765957446808511,cauchy,1.2765957446808511,exponpow,1.2765957446808511,chi2,1.2765957446808511,cauchy
1.3617021276595744,norm,1.3617021276595744,exponpow,1.3617021276595744,gamma,1.3617021276595744,norm,1.3617021276595744,exponpow,1.3617021276595744,exponpow,1.3617021276595744,exponpow,1.3617021276595744,norm,1.3617021276595744,exponpow,1.3617021276595744,cauchy,1.3617021276595744,exponpow
1.4468085106382977,exponpow,1.4468085106382977,exponpow,1.4468085106382977,exponpow,1.4468085106382977,chi2,1.4468085106382977,gamma,1.4468085106382977,cauchy,1.4468085106382977,exponpow,1.4468085106382977,lognorm,1.4468085106382977,powerlaw,1.4468085106382977,exponpow,1.4468085106382977,cauchy
1.5319148936170213,exponpow,1.5319148936170213,cauchy,1.5319148936170213,cauchy,1.5319148936170213,lognorm,1.5319148936170213,norm,1.5319148936170213,powerlaw,1.5319148936170213,exponpow,1.5319148936170213,norm,1.5319148936170213,exponpow,1.5319148936170213,exponpow,1.5319148936170213,exponpow
1.6170212765957448,cauchy,1.6170212765957448,exponpow,1.6170212765957448,cauchy,1.6170212765957448,exponpow,1.6170212765957448,lognorm,1.6170212765957448,exponpow,1.6170212765957448,cauchy,1.6170212765957448,chi2,1.6170212765957448,exponpow,1.6170212765957448,exponpow,1.6170212765957448,cauchy
1.7021276595744683,norm,1.7021276595744683,exponpow,1.7021276595744683,lognorm,1.7021276595744683,exponpow,1.7021276595744683,gamma,1.7021276595744683,exponpow,1.7021276595744683,exponpow,1.7021276595744683,exponpow,1.7021276595744683,norm,1.7021276595744683,cauchy,1.7021276595744683,cauchy
1.7872340425531914,exponpow,1.7872340425531914,exponpow,1.7872340425531914,cauchy,1.7872340425531914,norm,1.7872340425531914,norm,1.7872340425531914,exponpow,1.7872340425531914,cauchy,1.7872340425531914,cauchy,1.7872340425531914,cauchy,1.7872340425531914,norm,1.7872340425531914,exponpow
1.872340425531915,exponpow,1.872340425531915,exponpow,1.872340425531915,lognorm,1.872340425531915,cauchy,1.872340425531915,exponpow,1.872340425531915,norm,1.872340425531915,cauchy,1.872340425531915,norm,1.872340425531915,exponpow,1.872340425531915,cauchy,1.872340425531915,exponpow
1.9574468085106385,chi2,1.9574468085106385,powerlaw,1.9574468085106385,norm,1.9574468085106385,exponpow,1.9574468085106385,powerlaw,1.9574468085106385,exponpow,1.9574468085106385,exponpow,1.9574468085106385,cauchy,1.9574468085106385,exponpow,1.9574468085106385,exponpow,1.9574468085106385,exponpow
2.0425531914893615,chi2,2.0425531914893615,cauchy,2.0425531914893615,norm,2.0425531914893615,cauchy,2.0425531914893615,exponpow,2.0425531914893615,exponpow,2.0425531914893615,exponpow,2.0425531914893615,norm,2.0425531914893615,exponpow,2.0425531914893615,gamma,2.0425531914893615,lognorm
2.127659574468085,lognorm,2.127659574468085,chi2,2.127659574468085,exponpow,2.127659574468085,norm,2.127659574468085,cauchy,2.127659574468085,exponpow,2.127659574468085,exponpow,2.127659574468085,lognorm,2.127659574468085,cauchy,2.127659574468085,cauchy,2.127659574468085,exponpow
2.212765957446808,chi2,2.212765957446808,lognorm,2.212765957446808,cauchy,2.212765957446808,exponpow,2.212765957446808,exponpow,2.212765957446808,exponpow,2.212765957446808,exponpow,2.212765957446808,exponpow,2.212765957446808,cauchy,2.212765957446808,exponpow,2.212765957446808,gamma
2.297872340425532,norm,2.297872340425532,lognorm,2.297872340425532,chi2,2.297872340425532,exponpow,2.297872340425532,exponpow,2.297872340425532,chi2,2.297872340425532,exponpow,2.297872340425532,cauchy,2.297872340425532,cauchy,2.297872340425532,exponpow,2.297872340425532,lognorm
2.382978723404255,exponpow,2.382978723404255,norm,2.382978723404255,rayleigh,2.382978723404255,exponpow,2.382978723404255,cauchy,2.382978723404255,lognorm,2.382978723404255,exponpow,2.382978723404255,cauchy,2.382978723404255,exponpow,2.382978723404255,exponpow,2.382978723404255,exponpow
2.4680851063829787,lognorm,2.4680851063829787,norm,2.4680851063829787,gamma,2.4680851063829787,gamma,2.4680851063829787,lognorm,2.4680851063829787,exponpow,2.4680851063829787,exponpow,2.4680851063829787,exponpow,2.4680851063829787,cauchy,2.4680851063829787,exponpow,2.4680851063829787,cauchy
2.5531914893617023,exponpow,2.5531914893617023,lognorm,2.5531914893617023,exponpow,2.5531914893617023,chi2,2.5531914893617023,exponpow,2.5531914893617023,exponpow,2.5531914893617023,cauchy,2.5531914893617023,powerlaw,2.5531914893617023,exponpow,2.5531914893617023,lognorm,2.5531914893617023,cauchy
2.638297872340426,exponpow,2.638297872340426,lognorm,2.638297872340426,exponpow,2.638297872340426,gamma,2.638297872340426,lognorm,2.638297872340426,lognorm,2.638297872340426,gamma,2.638297872340426,norm,2.638297872340426,exponpow,2.638297872340426,exponpow,2.638297872340426,lognorm
2.723404255319149,cauchy,2.723404255319149,gamma,2.723404255319149,norm,2.723404255319149,cauchy,2.723404255319149,lognorm,2.723404255319149,rayleigh,2.723404255319149,cauchy,2.723404255319149,powerlaw,2.723404255319149,exponpow,2.723404255319149,exponpow,2.723404255319149,exponpow
2.8085106382978724,cauchy,2.8085106382978724,exponpow,2.8085106382978724,exponpow,2.8085106382978724,cauchy,2.8085106382978724,gamma,2.8085106382978724,exponpow,2.8085106382978724,gamma,2.8085106382978724,cauchy,2.8085106382978724,lognorm,2.8085106382978724,exponpow,2.8085106382978724,powerlaw
2.8936170212765955,norm,2.8936170212765955,gamma,2.8936170212765955,lognorm,2.8936170212765955,exponpow,2.8936170212765955,exponpow,2.8936170212765955,lognorm,2.8936170212765955,norm,2.8936170212765955,exponpow,2.8936170212765955,exponpow,2.8936170212765955,exponpow,2.8936170212765955,powerlaw
2.978723404255319,cauchy,2.978723404255319,gamma,2.978723404255319,chi2,2.978723404255319,lognorm,2.978723404255319,norm,2.978723404255319,powerlaw,2.978723404255319,exponpow,2.978723404255319,cauchy,2.978723404255319,gamma,2.978723404255319,norm,2.978723404255319,exponpow
3.0638297872340425,exponpow,3.0638297872340425,rayleigh,3.0638297872340425,norm,3.0638297872340425,lognorm,3.0638297872340425,gamma,3.0638297872340425,powerlaw,3.0638297872340425,powerlaw,3.0638297872340425,powerlaw,3.0638297872340425,gamma,3.0638297872340425,exponpow,3.0638297872340425,cauchy
3.1489361702127656,gamma,3.1489361702127656,gamma,3.1489361702127656,exponpow,3.1489361702127656,exponpow,3.1489361702127656,cauchy,3.1489361702127656,norm,3.1489361702127656,exponpow,3.1489361702127656,cauchy,3.1489361702127656,cauchy,3.1489361702127656,cauchy,3.1489361702127656,exponpow
3.2340425531914896,lognorm,3.2340425531914896,lognorm,3.2340425531914896,lognorm,3.2340425531914896,exponpow,3.2340425531914896,exponpow,3.2340425531914896,lognorm,3.2340425531914896,chi2,3.2340425531914896,cauchy,3.2340425531914896,cauchy,3.2340425531914896,powerlaw,3.2340425531914896,exponpow
3.3191489361702127,cauchy,3.3191489361702127,exponpow,3.3191489361702127,gamma,3.3191489361702127,exponpow,3.3191489361702127,lognorm,3.3191489361702127,lognorm,3.3191489361702127,chi2,3.3191489361702127,exponpow,3.3191489361702127,exponpow,3.3191489361702127,lognorm,3.3191489361702127,powerlaw
3.4042553191489366,lognorm,3.4042553191489366,lognorm,3.4042553191489366,lognorm,3.4042553191489366,exponpow,3.4042553191489366,cauchy,3.4042553191489366,cauchy,3.4042553191489366,lognorm,3.4042553191489366,cauchy,3.4042553191489366,gamma,3.4042553191489366,lognorm,3.4042553191489366,lognorm
3.4893617021276593,cauchy,3.4893617021276593,lognorm,3.4893617021276593,cauchy,3.4893617021276593,cauchy,3.4893617021276593,cauchy,3.4893617021276593,exponpow,3.4893617021276593,norm,3.4893617021276593,cauchy,3.4893617021276593,lognorm,3.4893617021276593,cauchy,3.4893617021276593,cauchy
3.574468085106383,lognorm,3.574468085106383,exponpow,3.574468085106383,exponpow,3.574468085106383,exponpow,3.574468085106383,cauchy,3.574468085106383,gamma,3.574468085106383,chi2,3.574468085106383,cauchy,3.574468085106383,norm,3.574468085106383,gamma,3.574468085106383,cauchy
3.6595744680851063,norm,3.6595744680851063,exponpow,3.6595744680851063,exponpow,3.6595744680851063,powerlaw,3.6595744680851063,exponpow,3.6595744680851063,chi2,3.6595744680851063,norm,3.6595744680851063,exponpow,3.6595744680851063,norm,3.6595744680851063,lognorm,3.6595744680851063,cauchy
3.74468085106383,cauchy,3.74468085106383,cauchy,3.74468085106383,exponpow,3.74468085106383,cauchy,3.74468085106383,exponpow,3.74468085106383,gamma,3.74468085106383,exponpow,3.74468085106383,exponpow,3.74468085106383,norm,3.74468085106383,lognorm,3.74468085106383,gamma
3.8297872340425534,lognorm,3.8297872340425534,norm,3.8297872340425534,cauchy,3.8297872340425534,powerlaw,3.8297872340425534,exponpow,3.8297872340425534,norm,3.8297872340425534,norm,3.8297872340425534,cauchy,3.8297872340425534,cauchy,3.8297872340425534,lognorm,3.8297872340425534,norm
3.914893617021277,norm,3.914893617021277,norm,3.914893617021277,exponpow,3.914893617021277,cauchy,3.914893617021277,exponpow,3.914893617021277,exponpow,3.914893617021277,cauchy,3.914893617021277,lognorm,3.914893617021277,exponpow,3.914893617021277,cauchy,3.914893617021277,exponpow
4.0,cauchy,4.0,lognorm,4.0,chi2,4.0,norm,4.0,exponpow,4.0,norm,4.0,norm,4.0,cauchy,4.0,lognorm,4.0,lognorm,4.0,exponpow
4.085106382978723,gamma,4.085106382978723,cauchy,4.085106382978723,exponpow,4.085106382978723,exponpow,4.085106382978723,exponpow,4.085106382978723,exponpow,4.085106382978723,lognorm,4.085106382978723,exponpow,4.085106382978723,cauchy,4.085106382978723,exponpow,4.085106382978723,cauchy
4.170212765957447,powerlaw,4.170212765957447,lognorm,4.170212765957447,exponpow,4.170212765957447,gamma,4.170212765957447,gamma,4.170212765957447,norm,4.170212765957447,gamma,4.170212765957447,exponpow,4.170212765957447,exponpow,4.170212765957447,gamma,4.170212765957447,chi2
4.25531914893617,powerlaw,4.25531914893617,exponpow,4.25531914893617,cauchy,4.25531914893617,norm,4.25531914893617,powerlaw,4.25531914893617,norm,4.25531914893617,exponpow,4.25531914893617,lognorm,4.25531914893617,exponpow,4.25531914893617,powerlaw,4.25531914893617,norm
4.340425531914894,powerlaw,4.340425531914894,exponpow,4.340425531914894,exponpow,4.340425531914894,lognorm,4.340425531914894,gamma,4.340425531914894,exponpow,4.340425531914894,gamma,4.340425531914894,exponpow,4.340425531914894,exponpow,4.340425531914894,norm,4.340425531914894,norm
4.425531914893616,cauchy,4.425531914893616,lognorm,4.425531914893616,exponpow,4.425531914893616,cauchy,4.425531914893616,exponpow,4.425531914893616,exponpow,4.425531914893616,norm,4.425531914893616,powerlaw,4.425531914893616,lognorm,4.425531914893616,lognorm,4.425531914893616,cauchy
4.51063829787234,cauchy,4.51063829787234,gamma,4.51063829787234,exponpow,4.51063829787234,exponpow,4.51063829787234,norm,4.51063829787234,gamma,4.51063829787234,exponpow,4.51063829787234,gamma,4.51063829787234,exponpow,4.51063829787234,lognorm,4.51063829787234,exponpow
4.595744680851064,cauchy,4.595744680851064,lognorm,4.595744680851064,exponpow,4.595744680851064,cauchy,4.595744680851064,exponpow,4.595744680851064,exponpow,4.595744680851064,lognorm,4.595744680851064,exponpow,4.595744680851064,exponpow,4.595744680851064,lognorm,4.595744680851064,lognorm
4.680851063829787,cauchy,4.680851063829787,cauchy,4.680851063829787,cauchy,4.680851063829787,exponpow,4.680851063829787,chi2,4.680851063829787,gamma,4.680851063829787,exponpow,4.680851063829787,powerlaw,4.680851063829787,powerlaw,4.680851063829787,gamma,4.680851063829787,lognorm
4.76595744680851,cauchy,4.76595744680851,cauchy,4.76595744680851,exponpow,4.76595744680851,norm,4.76595744680851,lognorm,4.76595744680851,exponpow,4.76595744680851,lognorm,4.76595744680851,exponpow,4.76595744680851,exponpow,4.76595744680851,powerlaw,4.76595744680851,lognorm
4.8510638297872335,cauchy,4.8510638297872335,cauchy,4.8510638297872335,cauchy,4.8510638297872335,exponpow,4.8510638297872335,lognorm,4.8510638297872335,norm,4.8510638297872335,cauchy,4.8510638297872335,exponpow,4.8510638297872335,exponpow,4.8510638297872335,powerlaw,4.8510638297872335,norm
4.9361702127659575,expon,4.9361702127659575,cauchy,4.9361702127659575,exponpow,4.9361702127659575,lognorm,4.9361702127659575,exponpow,4.9361702127659575,exponpow,4.9361702127659575,lognorm,4.9361702127659575,norm,4.9361702127659575,powerlaw,4.9361702127659575,exponpow,4.9361702127659575,gamma
5.0212765957446805,exponpow,5.0212765957446805,norm,5.0212765957446805,exponpow,5.0212765957446805,cauchy,5.0212765957446805,exponpow,5.0212765957446805,cauchy,5.0212765957446805,norm,5.0212765957446805,exponpow,5.0212765957446805,exponpow,5.0212765957446805,lognorm,5.0212765957446805,gamma
5.1063829787234045,exponpow,5.1063829787234045,cauchy,5.1063829787234045,cauchy,5.1063829787234045,cauchy,5.1063829787234045,cauchy,5.1063829787234045,lognorm,5.1063829787234045,norm,5.1063829787234045,exponpow,5.1063829787234045,cauchy,5.1063829787234045,exponpow,5.1063829787234045,exponpow
5.191489361702128,lognorm,5.191489361702128,cauchy,5.191489361702128,cauchy,5.191489361702128,lognorm,5.191489361702128,exponpow,5.191489361702128,gamma,5.191489361702128,lognorm,5.191489361702128,exponpow,5.191489361702128,powerlaw,5.191489361702128,exponpow,5.191489361702128,exponpow
5.276595744680852,rayleigh,5.276595744680852,cauchy,5.276595744680852,cauchy,5.276595744680852,lognorm,5.276595744680852,gamma,5.276595744680852,exponpow,5.276595744680852,rayleigh,5.276595744680852,cauchy,5.276595744680852,lognorm,5.276595744680852,cauchy,5.276595744680852,cauchy
5.361702127659575,exponpow,5.361702127659575,cauchy,5.361702127659575,lognorm,5.361702127659575,cauchy,5.361702127659575,cauchy,5.361702127659575,exponpow,5.361702127659575,cauchy,5.361702127659575,exponpow,5.361702127659575,norm,5.361702127659575,cauchy,5.361702127659575,cauchy
5.446808510638298,exponpow,5.446808510638298,cauchy,5.446808510638298,cauchy,5.446808510638298,lognorm,5.446808510638298,exponpow,5.446808510638298,exponpow,5.446808510638298,norm,5.446808510638298,exponpow,5.446808510638298,lognorm,5.446808510638298,cauchy,5.446808510638298,exponpow
5.531914893617021,norm,5.531914893617021,cauchy,5.531914893617021,cauchy,5.531914893617021,lognorm,5.531914893617021,powerlaw,5.531914893617021,norm,5.531914893617021,gamma,5.531914893617021,cauchy,5.531914893617021,norm,5.531914893617021,cauchy,5.531914893617021,cauchy
5.617021276595745,lognorm,5.617021276595745,lognorm,5.617021276595745,cauchy,5.617021276595745,cauchy,5.617021276595745,exponpow,5.617021276595745,exponpow,5.617021276595745,norm,5.617021276595745,cauchy,5.617021276595745,lognorm,5.617021276595745,exponpow,5.617021276595745,exponpow
5.702127659574469,rayleigh,5.702127659574469,cauchy,5.702127659574469,norm,5.702127659574469,cauchy,5.702127659574469,exponpow,5.702127659574469,chi2,5.702127659574469,gamma,5.702127659574469,lognorm,5.702127659574469,lognorm,5.702127659574469,exponpow,5.702127659574469,exponpow
5.787234042553191,lognorm,5.787234042553191,cauchy,5.787234042553191,lognorm,5.787234042553191,lognorm,5.787234042553191,exponpow,5.787234042553191,exponpow,5.787234042553191,exponpow,5.787234042553191,cauchy,5.787234042553191,cauchy,5.787234042553191,cauchy,5.787234042553191,exponpow
5.872340425531915,norm,5.872340425531915,lognorm,5.872340425531915,exponpow,5.872340425531915,lognorm,5.872340425531915,norm,5.872340425531915,gamma,5.872340425531915,exponpow,5.872340425531915,cauchy,5.872340425531915,exponpow,5.872340425531915,exponpow,5.872340425531915,exponpow
5.957446808510638,exponpow,5.957446808510638,cauchy,5.957446808510638,norm,5.957446808510638,cauchy,5.957446808510638,cauchy,5.957446808510638,chi2,5.957446808510638,norm,5.957446808510638,powerlaw,5.957446808510638,cauchy,5.957446808510638,cauchy,5.957446808510638,gamma
6.042553191489361,cauchy,6.042553191489361,cauchy,6.042553191489361,powerlaw,6.042553191489361,exponpow,6.042553191489361,exponpow,6.042553191489361,norm,6.042553191489361,cauchy,6.042553191489361,cauchy,6.042553191489361,lognorm,6.042553191489361,cauchy,6.042553191489361,exponpow
6.127659574468085,lognorm,6.127659574468085,cauchy,6.127659574468085,powerlaw,6.127659574468085,cauchy,6.127659574468085,cauchy,6.127659574468085,rayleigh,6.127659574468085,lognorm,6.127659574468085,cauchy,6.127659574468085,lognorm,6.127659574468085,cauchy,6.127659574468085,cauchy
6.212765957446808,rayleigh,6.212765957446808,lognorm,6.212765957446808,powerlaw,6.212765957446808,cauchy,6.212765957446808,cauchy,6.212765957446808,lognorm,6.212765957446808,cauchy,6.212765957446808,exponpow,6.212765957446808,exponpow,6.212765957446808,cauchy,6.212765957446808,cauchy
6.297872340425531,exponpow,6.297872340425531,cauchy,6.297872340425531,cauchy,6.297872340425531,lognorm,6.297872340425531,lognorm,6.297872340425531,lognorm,6.297872340425531,chi2,6.297872340425531,cauchy,6.297872340425531,exponpow,6.297872340425531,cauchy,6.297872340425531,exponpow
6.382978723404255,norm,6.382978723404255,cauchy,6.382978723404255,exponpow,6.382978723404255,norm,6.382978723404255,cauchy,6.382978723404255,cauchy,6.382978723404255,norm,6.382978723404255,powerlaw,6.382978723404255,norm,6.382978723404255,powerlaw,6.382978723404255,exponpow
6.468085106382979,lognorm,6.468085106382979,cauchy,6.468085106382979,exponpow,6.468085106382979,exponpow,6.468085106382979,exponpow,6.468085106382979,exponpow,6.468085106382979,cauchy,6.468085106382979,norm,6.468085106382979,lognorm,6.468085106382979,cauchy,6.468085106382979,exponpow
6.553191489361702,cauchy,6.553191489361702,cauchy,6.553191489361702,cauchy,6.553191489361702,cauchy,6.553191489361702,exponpow,6.553191489361702,cauchy,6.553191489361702,cauchy,6.553191489361702,exponpow,6.553191489361702,cauchy,6.553191489361702,exponpow,6.553191489361702,lognorm
6.638297872340425,norm,6.638297872340425,cauchy,6.638297872340425,norm,6.638297872340425,cauchy,6.638297872340425,exponpow,6.638297872340425,exponpow,6.638297872340425,lognorm,6.638297872340425,cauchy,6.638297872340425,lognorm,6.638297872340425,exponpow,6.638297872340425,cauchy
6.723404255319149,exponpow,6.723404255319149,cauchy,6.723404255319149,gamma,6.723404255319149,cauchy,6.723404255319149,powerlaw,6.723404255319149,cauchy,6.723404255319149,exponpow,6.723404255319149,cauchy,6.723404255319149,exponpow,6.723404255319149,exponpow,6.723404255319149,cauchy
6.808510638297873,lognorm,6.808510638297873,cauchy,6.808510638297873,lognorm,6.808510638297873,cauchy,6.808510638297873,gamma,6.808510638297873,cauchy,6.808510638297873,gamma,6.808510638297873,cauchy,6.808510638297873,rayleigh,6.808510638297873,exponpow,6.808510638297873,exponpow
6.893617021276596,chi2,6.893617021276596,exponpow,6.893617021276596,exponpow,6.893617021276596,lognorm,6.893617021276596,norm,6.893617021276596,exponpow,6.893617021276596,rayleigh,6.893617021276596,powerlaw,6.893617021276596,gamma,6.893617021276596,norm,6.893617021276596,powerlaw
6.978723404255319,powerlaw,6.978723404255319,exponpow,6.978723404255319,exponpow,6.978723404255319,cauchy,6.978723404255319,exponpow,6.978723404255319,cauchy,6.978723404255319,exponpow,6.978723404255319,lognorm,6.978723404255319,cauchy,6.978723404255319,chi2,6.978723404255319,powerlaw
7.063829787234042,lognorm,7.063829787234042,cauchy,7.063829787234042,norm,7.063829787234042,exponpow,7.063829787234042,exponpow,7.063829787234042,cauchy,7.063829787234042,chi2,7.063829787234042,lognorm,7.063829787234042,rayleigh,7.063829787234042,cauchy,7.063829787234042,chi2
7.148936170212766,exponpow,7.148936170212766,cauchy,7.148936170212766,norm,7.148936170212766,powerlaw,7.148936170212766,gamma,7.148936170212766,exponpow,7.148936170212766,exponpow,7.148936170212766,expon,7.148936170212766,cauchy,7.148936170212766,cauchy,7.148936170212766,cauchy
7.23404255319149,gamma,7.23404255319149,cauchy,7.23404255319149,cauchy,7.23404255319149,powerlaw,7.23404255319149,exponpow,7.23404255319149,chi2,7.23404255319149,norm,7.23404255319149,exponpow,7.23404255319149,cauchy,7.23404255319149,powerlaw,7.23404255319149,cauchy
7.319148936170213,exponpow,7.319148936170213,cauchy,7.319148936170213,exponpow,7.319148936170213,cauchy,7.319148936170213,cauchy,7.319148936170213,cauchy,7.319148936170213,exponpow,7.319148936170213,chi2,7.319148936170213,exponpow,7.319148936170213,exponpow,7.319148936170213,lognorm
7.404255319148936,lognorm,7.404255319148936,lognorm,7.404255319148936,exponpow,7.404255319148936,cauchy,7.404255319148936,cauchy,7.404255319148936,exponpow,7.404255319148936,lognorm,7.404255319148936,exponpow,7.404255319148936,exponpow,7.404255319148936,exponpow,7.404255319148936,lognorm
7.48936170212766,norm,7.48936170212766,lognorm,7.48936170212766,cauchy,7.48936170212766,cauchy,7.48936170212766,exponpow,7.48936170212766,exponpow,7.48936170212766,powerlaw,7.48936170212766,exponpow,7.48936170212766,norm,7.48936170212766,exponpow,7.48936170212766,cauchy
7.574468085106384,exponpow,7.574468085106384,lognorm,7.574468085106384,exponpow,7.574468085106384,cauchy,7.574468085106384,cauchy,7.574468085106384,exponpow,7.574468085106384,cauchy,7.574468085106384,exponpow,7.574468085106384,gamma,7.574468085106384,cauchy,7.574468085106384,norm
7.659574468085107,exponpow,7.659574468085107,cauchy,7.659574468085107,powerlaw,7.659574468085107,cauchy,7.659574468085107,exponpow,7.659574468085107,exponpow,7.659574468085107,cauchy,7.659574468085107,cauchy,7.659574468085107,exponpow,7.659574468085107,cauchy,7.659574468085107,chi2
7.74468085106383,exponpow,7.74468085106383,exponpow,7.74468085106383,powerlaw,7.74468085106383,exponpow,7.74468085106383,exponpow,7.74468085106383,exponpow,7.74468085106383,chi2,7.74468085106383,norm,7.74468085106383,gamma,7.74468085106383,cauchy,7.74468085106383,lognorm
7.829787234042554,exponpow,7.829787234042554,cauchy,7.829787234042554,cauchy,7.829787234042554,exponpow,7.829787234042554,cauchy,7.829787234042554,exponpow,7.829787234042554,exponpow,7.829787234042554,exponpow,7.829787234042554,powerlaw,7.829787234042554,exponpow,7.829787234042554,lognorm
7.914893617021276,powerlaw,7.914893617021276,exponpow,7.914893617021276,exponpow,7.914893617021276,cauchy,7.914893617021276,cauchy,7.914893617021276,exponpow,7.914893617021276,cauchy,7.914893617021276,norm,7.914893617021276,cauchy,7.914893617021276,exponpow,7.914893617021276,lognorm
8.0,expon,8.0,powerlaw,8.0,cauchy,8.0,cauchy,8.0,cauchy,8.0,exponpow,8.0,chi2,8.0,exponpow,8.0,powerlaw,8.0,cauchy,8.0,lognorm
8.085106382978722,cauchy,8.085106382978722,gamma,8.085106382978722,cauchy,8.085106382978722,cauchy,8.085106382978722,cauchy,8.085106382978722,lognorm,8.085106382978722,lognorm,8.085106382978722,exponpow,8.085106382978722,exponpow,8.085106382978722,exponpow,8.085106382978722,lognorm
